approveDate,articleID,articleWordCount,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,inReplyTo,newDesk,parentID,parentUserDisplayName,permID,picURL,printPage,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sectionName,sharing,status,timespeople,trusted,typeOfMaterial,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
1517525615,5a7101c110f40f00018be961,1322,"Good for them!!!!  There's no reason that batucada can't be played by women, too!!  ",25778864,25778864,<br/>,comment,1517433690,1,FALSE,0,Travel,0,,25778864,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,3,,0,,Unknown,1,approved,1,0,News,1517525615,Cintia,8953756,Manhattan,,
1517525613,5a7101c110f40f00018be961,1322,I love this drumming ,25779005,25779005,<br/>,comment,1517434219,1,FALSE,0,Travel,0,,25779005,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,2,,0,,Unknown,0,approved,1,0,News,1517525613,Carol Meise,49331282,New Hampshire,,
1517525612,5a7101c110f40f00018be961,1322,Is there a link to hear them?,25777875,25777875,<br/>,comment,1517430509,1,FALSE,0,Travel,0,,25777875,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,0,,0,,Unknown,0,approved,1,0,News,1517525612,karen,36791354,ny,,
1517525601,5a7101c110f40f00018be961,1322,"In a few weeks, the streets of Brazil, Trinidad &amp; Tobago and New Orleans will ring with the music of Carnival, music that was created by African slaves.  Be it samba, calypso, or jazz that music changed the world and still has people dancing in the streets.<br/><br/>Brazil has a very unpleasant slave past and its present isn't that great for its Afro-Brazilian citizens.  Look at the pictures of these gorgeous women and remember that Giselle Bunchen is the standard of beauty in Brazil.<br/><br/>As a descendant of slaves from Trinidad &amp; Tobago, I salute my Brazillian sisters and hope that they keep drumming and showing the world how amazing Black women can be.",25779369,25779369,<br/>,comment,1517435774,1,FALSE,0,Travel,0,,25779369,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,17,,1,,Unknown,0,approved,1,0,News,1517525601,laura174,2734975,Toronto,,
1517525601,5a7101c110f40f00018be961,1322,"Separate, exclusionary, and presumably equal is the persistent ground game among feminists making the point that women and men need not share every space. Of course, the ground game changes whenever women are seeking access to an all-male anything. Such irrational logic is the stuff from which female stereotypes are formed.",25779117,25779117,<br/>,comment,1517434667,1,FALSE,0,Travel,0,,25779117,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,2,,1,,Unknown,0,approved,1,0,News,1517525601,Full Name,53806807,Location,,
1517525598,5a7101c110f40f00018be961,1322,"Warrior women, you move me.",25777647,25777647,<br/>,comment,1517429842,1,FALSE,0,Travel,0,,25777647,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,5,,0,,Unknown,0,approved,1,0,News,1517525598,Gioia DiMicco,76084824,Philadelphia,,
1517525592,5a7101c110f40f00018be961,1322,I would never trust an all-female drum group.  ,25780094,25780094,<br/>,comment,1517438623,1,FALSE,0,Travel,0,,25780094,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/8122/2604/cropped-81222604.jpg,5,1,,2,,Unknown,0,approved,1,0,News,1517525592,Stefan Stefansson,81222604,Akureyri,,
1517435404,5a7101c110f40f00018be961,1322,"Thanks for this wonderful profile of Banda Dida, and the video.<br/><br/>For the record, here in NYC there are two all female Batala drum groups, Batala NYC, and Fogo Azul, which broke off from Batala NYC. <br/><br/>Batala NYC plays frequently around town at different events and during demonstrations of all sorts. You can see them on youtube, or join.",25779295,25779295,<br/>,comment,1517435401,1,FALSE,0,Travel,0,,25779295,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/1766/0585/cropped-17660585.jpg?0.38606338505633175,5,10,,1,,Unknown,0,approved,1,1,News,1517435404,Ellen,17660585,Williamsburg,,
1519767714,5a7101c110f40f00018be961,1322,The article says the band was founded in 1993.,26130187,26130187,<br/>,userReply,1519706548,2,FALSE,25912292,Travel,25912292,Mark Pepp,25912292:26130187,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3508/0129/cropped-35080129.jpg?1736189466114667596,5,0,,0,,Unknown,0,approved,1,0,News,1519767714,Jake Stevens,35080129,"Brooklyn, NY",,
1517945006,5a7101c110f40f00018be961,1322,"Giselle is actually not the standard of beauty in Brazil, and especially in Salvador (she may be a standard of beauty in the larger world, but in one example, in Rio, they actually publish the thickness of Carnaval queens' thighs - and the thicker the better! Giselle would be blown out of the water by these women.)",25854084,25854084,<br/>,userReply,1517931477,2,FALSE,25779369,Travel,25779369,laura174,25779369:25854084,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,2,,0,,Unknown,0,approved,0,0,News,1517945006,carolina,76739035,"salvador, brasil",,
1517986724,5a7101c110f40f00018be961,1322,Better get used to the 'ground game' changing all around you.  Women are over 50% of the world's population.  I suggest you try and be nice.,25860467,25860467,<br/>,userReply,1517956069,2,FALSE,25779117,Travel,25779117,Full Name,25779117:25860467,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,4,,0,,Unknown,0,approved,1,0,News,1517986724,EDC,25854823,Colorado,,
1517945013,5a7101c110f40f00018be961,1322,"Why is that, exactly?",25854837,25854837,<br/>,userReply,1517933877,2,FALSE,25780094,Travel,25780094,Stefan Stefansson,25780094:25854837,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,4,,0,,Unknown,0,approved,1,0,News,1517945013,Lloyd,77964859,Atlanta,,
1518469166,5a7101c110f40f00018be961,1322,Trust them for what?,25930188,25930188,<br/>,userReply,1518458875,2,FALSE,25780094,Travel,25780094,Stefan Stefansson,25780094:25930188,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,0,,1,,Unknown,0,approved,1,0,News,1518469166,Eyes Open,53167641,San Francisco,,
1517525629,5a7101c110f40f00018be961,1322,"Check out California Brazil Camp, which takes place in August in northern Calif.   Workshops for different levels in drumming and other instruments as well as dance classes.    ",25782418,25782418,<br/>,userReply,1517452125,2,FALSE,25779295,Travel,25779295,Ellen,25779295:25782418,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,2,,0,,Unknown,0,approved,1,0,News,1517525629,judiriva,30515740,"Santa Cruz, CA",,
1518497344,5a7101c110f40f00018be961,1322,If you wouldn't and you couldn't then probably you shouldn't....for reasons inside yourself. LOL!,25937541,25937541,<br/>,userReply,1518495414,3,FALSE,25930188,Travel,25930188,Eyes Open,25780094:25930188:25937541,https://graphics8.nytimes.com/images/apps/timespeople/none.png,5,0,,0,,Unknown,0,approved,0,0,News,1518497344,Pati,78273096,Seattle,,
1517464106,5a70fc1210f40f00018be950,1308,"OK, OK.  I'm not an accountant but it seems to me that a debt cap that is raised continually is not really a cap, nor an effective method to contain the debt.  <br/><br/>its just a word. ",25777113,25777113,<br/>,comment,1517428414,1,FALSE,0,Washington,0,,25777113,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,7,,0,,Politics,0,approved,1,0,News,1517464106,Rocky star,49437764,"Miami, FL",,
1517464076,5a70fc1210f40f00018be950,1308,"If we want to get serious about fixing the deficit, we'll need to focus on Paul Krugman's Seven Words: ""Health care, Health care, Health care, Revenue"".<br/><br/>His point is that our budget problem is long term and that is overwhelmingly about the costs of healthcare (growing faster than GDP) and an aging country (a demographic scenario worsened if we restrict younger immigrants from entering the country).  Raising taxes on the rich helps too.<br/><br/>Europe has figured out how to do quality healthcare for 1/3 to 1/2 the price that we do.  Only government is going to be able to force down the rates that doctors get across the board, and that ultimately means Medicare for All.<br/><br/>Fix that and we'll never have to hear budget complaints again, except when one party wants to manufacture an issue, like the phony debt crisis during the recovery entirely fabricated by Republicans.",25777161,25777161,<br/>,comment,1517428541,1,FALSE,0,Washington,0,,25777161,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5946/0227/cropped-59460227.jpg?0.2836142993082529,17,3,,0,,Politics,1,approved,1,0,News,1517464076,David Doney,59460227,I.O.U.S.A.,,
1517464074,5a70fc1210f40f00018be950,1308,Ironic that it will be up to the Dems to get spending under control. Hope they start by reducing the military budget and raising taxes on the 1%.,25781277,25781277,<br/>,comment,1517444483,1,FALSE,0,Washington,0,,25781277,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,5,,0,,Politics,0,approved,1,0,News,1517464074,pak,56114092,The other side of the Columbia,,
1517464071,5a70fc1210f40f00018be950,1308,"And we are left to wonder: where exactly are the so-called, self-titled ""grown ups"" as these irresponsible leaders of the GOP? Apparently, out on a spending spree with a credit card. Looks like the so-called (and always falsely tagged) ""Daddy Party"" has yet to emerge from teen-aged excess. <br/><br/>Of course, their plans include ""paying"" for all of this by slashing earned benefit programs. It doesn't matter that you and I and everyone else who works has paid into Social Security and Medicare our entire lives, they intend to slash those programs, putting the entire senior population at risk of dying in penury. What's next to support the 1% tax cut? Poor houses? Will we restart pauper's graves to take care of the people who will have no where to go, and no access to health care? Is this what we want as a people?<br/><br/>Pay attention, all of you clamoring for that pittance in YOUR pocket from the tax cut. Because you, and I, and your mother, grandmother and brother will all be the ones paying for this reckless, ill-conceived, and poorly executed tax disaster. This deficit is just one part of it. <br/><br/>VOTE BLUE 2018!",25781339,25781339,<br/>,comment,1517444779,1,FALSE,0,Washington,0,,25781339,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,5,,0,,Politics,0,approved,1,0,News,1517464071,MS,5050077,Westchester County,,
1517464070,5a70fc1210f40f00018be950,1308,"Now c'mon, everybody knows the deficit only matters when Democrats are in charge.<br/><br/>According to the Tax Policy Center, if Republicans do spending cuts to offset the deficit increase of the tax cuts, roughly the bottom 70% of taxpayers incur a net cost starting right away.",25776942,25776942,<br/>,comment,1517428001,1,FALSE,0,Washington,0,,25776942,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5946/0227/cropped-59460227.jpg?0.2836142993082529,17,3,,0,,Politics,1,approved,1,0,News,1517464070,David Doney,59460227,I.O.U.S.A.,,
1517425417,5a70fc1210f40f00018be950,1308,It’s called “starving the beast a la Norquist”.<br/>A toothless government is a Republican dream - no protection for the American people from unscrupulous profit seekers. ,25773933,25773933,<br/>,comment,1517419227,1,FALSE,0,Washington,0,,25773933,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6094/6685/cropped-60946685.jpg?0.432388115208596,17,11,,0,,Politics,0,approved,1,0,News,1517425417,Grove,60946685,California,,
1517425389,5a70fc1210f40f00018be950,1308,"Soaring debt means cutting programs that assist the lower end of the economic ladder. Unnecessary tax cuts, unnecessary massive increases in defense spending, cabinet members flying around in government jets, weekly golf trips for Trump on the taxpayer dime, etc. All benefit the wealthiest among us and corporations. <br/><br/>Disaster relief is a big ticket item due to climate change, yet the vast expenditure is not effecting a rapid recovery. FEMA cut off assistance to Puerto Rico today. And climate change is no longer a concern for the federal government. Indeed, federal agencies have been directed to not even speak about it. There is no planning to deal with the increasing costs of more destructive and frequent hurricanes. <br/><br/>Americans are not saving; instead they are relying on greater and greater debt to maintain lifestyle. This, along with higher government debt, will inevitably drive up interest rates. Rising interest rates will increase the carrying cost of that debt and reduce discretionary funding even more. Eventually, personal debt will be used up and overwhelm people. That will trigger a downward spiral once again.<br/><br/>So, leave it to Republicans to crash the economy once again just in time for Democrats to take power and have to dig the country out. ""Deja vu all over again."" Y. Berra",25774864,25774864,<br/>,comment,1517421988,1,FALSE,0,Washington,0,,25774864,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,8,,0,,Politics,0,approved,1,0,News,1517425389,George S.,47209588,Michigan,,
1517425389,5a70fc1210f40f00018be950,1308,"If I recall correctly, the last time the budget was balanced and the U.S. actually ran a surplus was during the Clinton administration in the 1990s. Bill can be legitimately criticized for being the architect of his own destruction (as Trump's decline will be judged his own fault, too).<br/><br/>But I have watched Republicans repeatedly spend to the skies with abandon, even more than Democrats (with the side goal of creating an artificial excuse to starve entitlements unless those entitlements are for the rich), while painting Democrats as the irresponsible party.<br/><br/>And they succeed, because they have mastered the art of better, louder, more hysterical PR lacking truth. Their base believes them (as long as Trump keeps up his racist, xenophobic, calculated, distracting rants) and even many who aren't duped by Republicans also believe that Democrats are the only fiscally faulty party. <br/><br/>The only reason to spend while increasing a deficit is if the country is in a recession with unemployment rising (as Obama did and as economists said he should). But that isn't remotely happening now. There's absolutely no excuse for this level of debt. <br/><br/>But when you're spending other people's money...",25774505,25774505,<br/>,comment,1517420869,1,FALSE,0,Washington,0,,25774505,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6542/4785/cropped-65424785.jpg?0.014506328850984573,17,13,,0,,Politics,0,approved,1,0,News,1517425389,Marc,65424785,New York City,,
1517425379,5a70fc1210f40f00018be950,1308,"One only needs to look at the history of Trump's businesses and his string of bankruptcies to see that this ""business man"" president is an irresponsible fraud. Is it no wonder that now, coupled with a spineless, sycophantic republican majority in Congress, our government is torpedoing towards insolvency? We must not allow this  President to do to our Nation what he has done to countless businesses. We need checks and balances now more than ever. There has never been a more resounding call for a responsible electorate to show up at the polls this November!",25774359,25774359,<br/>,comment,1517420505,1,FALSE,0,Washington,0,,25774359,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,5,,0,,Politics,0,approved,1,0,News,1517425379,J.T.,41855200,California,,
1517425376,5a70fc1210f40f00018be950,1308,"Where are are the Tea Party patriots and their fancy ""founding fathers"" costumes?  I thought they hated huge deficits.  ",25773901,25773901,<br/>,comment,1517419105,1,FALSE,0,Washington,0,,25773901,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,7,,0,,Politics,0,approved,1,0,News,1517425376,ScrantonScreamer,68752205,"Scranton, Pa",,
1517425358,5a70fc1210f40f00018be950,1308,"The Republican Party is a business, and nothing more.<br/>Their goal is to enrich themselves and their friends.<br/>Once you understand this, you will understand everything that they do.<br/>The country is expendable.",25774884,25774884,<br/>,comment,1517422034,1,FALSE,0,Washington,0,,25774884,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6094/6685/cropped-60946685.jpg?0.432388115208596,17,7,,0,,Politics,0,approved,1,0,News,1517425358,Grove,60946685,California,,
1517425358,5a70fc1210f40f00018be950,1308,"“The deep dark secret is Republicans like to spend money just as much as Democrats,” said Representative Jim Costa, Democrat of California and a co-chairman of the centrist Blue Dog Coalition. “They just want to spend it on something different.”<br/><br/>Bingo! And Mr. Costa could have added (as so many here are pointing out), that when the Dems are in power, deficit spending becomes a cudgel that the Republicans swing when ANY spending is proposed. Just think back to the Obama years (a pleasant memory for me) and the innumerable times we were told that almost everything he or his party proposed was going to ""bankrupt"" the nation and ruin the future of young Americans. ",25773913,25773913,<br/>,comment,1517419131,1,FALSE,0,Washington,0,,25773913,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,5,,0,,Politics,0,approved,1,0,News,1517425358,Andrew N,43828134,Vermont,,
1517425351,5a70fc1210f40f00018be950,1308,"Deficits only seem to matter when Democrats are in charge.  I came of age during the Clinton administration and I remember all the focus on the deficit along with the daily deficit countdown.  By the end of his presidency Clinton had paid down the deficit and he left Bush with an annual surplus.  The first thing the GOP did when they took office was too focus on passing a tax break and they squandered the work that Clinton had done to get our spending under control.<br/><br/>Already the GOP is making noise about how expensive Medicare and Social Security are.  This cycle of wracking up debt and then expecting Democrats to fix it gets old.  The idea that the GOP are fiscally conservative while Democrats like to spend is nonsense.  <br/><br/>Republicans want to starve government to the point where it's ineffective.  Doing so allows them to exploit our country without any pesky restrictions that protect us by keeping corporate greed from becoming destructive.  Democrats spend but they do so on things like education, social services, infrastructure and other things that are for the greater good.  <br/><br/>We have to decide what kind of country we want to live in.  Do we support the party that gave us the New Deal programs, LBJ's Great Society policies, put a man on the moon, and fixed the Y2K crisis or do we want to keep electing the party who cut taxes for the wealthy, gave us the never ending war on terror, and drove the world economy off a cliff.",25774536,25774536,<br/>,comment,1517420943,1,FALSE,0,Washington,0,,25774536,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,3,,0,,Politics,0,approved,1,0,News,1517425351,Ami,66854707,"Portland, Oregon",,
1517425347,5a70fc1210f40f00018be950,1308,"The Sec. of the Treasury clearly likes to see this increase in the debt, the reason being that the increase is almost equal to the tax savings that the Republican tax law gave the super-rich to encourage the latter to continue sending contributions right back to the Republicans -- with no benefit to any other Americans except a relatively few who are getting one-time bonuses. The real economic benefit will be to help the stock market continue climbing, which has become independent of the microeconomic experiences of the average working American. ",25773952,25773952,<br/>,comment,1517419282,1,FALSE,0,Washington,0,,25773952,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,2,,0,,Politics,0,approved,1,0,News,1517425347,Cryptolog,58640953,AZ,,
1517425320,5a70fc1210f40f00018be950,1308,"I notice that since the Right can't argue that deficits are decreasing (well, mostly they can't), the go-to move has become, ""well, everybody does it, and anyway Democrats are big spenders."" <br/><br/>It's one thing to deal with the fog of war; it's quite another to work hard at deliberately creating it.",25774489,25774489,<br/>,comment,1517420815,1,FALSE,0,Washington,0,,25774489,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,2,,0,,Politics,0,approved,1,0,News,1517425320,Robert,66788641,Out West,,
1517425320,5a70fc1210f40f00018be950,1308,"No worries, Republicans will simply blame the next Democrat to occupy the white house for the debt created by Trump. That was the move with Obama who inherited a massive recession and 1.3 trillion dollars a year deficit. By 2016 the deficit was reduced to 439 billion a year, which is a fact no Republican will ever utter. Now the 8 trillion in debt the US accumulated during Obama's eight years has been rounded up to 10 trillion by folks on the right. You can be sure that the next move by Republicans will be to blame Grandma's 1000 a month SS check form the current sky rocking deficits. Loss of revenue from massive corporate tax cuts? Nope, that will never be cited as a cause of these new deficits by the right.   ",25774293,25774293,<br/>,comment,1517420316,1,FALSE,0,Washington,0,,25774293,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,4,,0,,Politics,0,approved,1,0,News,1517425320,Jimo,77758506,NY,,
1517425319,5a70fc1210f40f00018be950,1308,GOP destroys economy.  Electorate throws them out of office.  Democrats finally get economy stabilized and improving.  Electorate gives country back to GOP who then claim that they have made things better.  GOP destroys economy. Electorate throws them out of office.  Democrats finally get economy stabilized and improving.  Electorate gives country back to GOP who then claim that they have made things better... Rinse and repeat.,25774361,25774361,<br/>,comment,1517420507,1,FALSE,0,Washington,0,,25774361,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,3,,0,,Politics,0,approved,1,0,News,1517425319,Tony,58766011,Boston,,
1517425318,5a70fc1210f40f00018be950,1308,"Remember the Tea Party movement that lifted many of these figures into Congress? It seemed to emphasize two themes. One was that Obama's deficit spending represented a grave threat. And, well the other one had to do with Obama as well. Perhaps the Birther in the White House remembers what the second theme was. ",25774132,25774132,<br/>,comment,1517419852,1,FALSE,0,Washington,0,,25774132,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,1,,0,,Politics,0,approved,1,0,News,1517425318,McDonald Walling,65293544,Tredway,,
1517425317,5a70fc1210f40f00018be950,1308,"Just to level set: It's called the NATIONAL DEBT, not the republican debt or the democratic debt.  Our representative democracy says we all own it, or owe it more appropriately. So, while I may not agreed with all the taxing and spending decisions of the past, here is where we are.  <br/><br/>Maybe, because we have not been able to do it so far, we should identify the generations whose future we keep saying we are mortgaging and if those generations don't include our own, we need to take a hard look in the mirror. I mean for all of the complaints about the potential deficit impact of the tax cuts under the Tax Cuts and Jobs Act of 2017, it is not like any of us who were against the tax cuts are going to pay our taxes based on the 2017 tax tables when the end of 2018 rolls around and tell the federal government to keep the extra.  We will all gladly take anything we can get.  As far as the deficit is concerned, there is plenty of hypocrisy to go around.<br/><br/>As Robin Williams said, ""let those of you without sin live in glass houses.""  ",25774939,25774939,<br/>,comment,1517422193,1,FALSE,0,Washington,0,,25774939,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,1,,0,,Politics,0,approved,1,0,News,1517425317,R Fickelb,60810803,Dallas,,
1517425317,5a70fc1210f40f00018be950,1308,"Republicans are deficit hawks only when they are not in power. And when the Democrats have actually gotten the economy to the point of running budget surpluses, they have promptly put the country back in debt in the name of ""returning the people's money to the people"". They are the party of the insane.",25773811,25773811,<br/>,comment,1517418856,1,FALSE,0,Washington,0,,25773811,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,1,,0,,Politics,0,approved,1,0,News,1517425317,2Cycle,80565703,London,,
1517425314,5a70fc1210f40f00018be950,1308,"The end game is in sight: Turning Medicare into a voucher program, privatizing Social Security, and block-granting Medicaid so that all of them can be scaled back radically and eventually drowned in the bathtub. Yes!  (Many of my siblings will be fine with this, as long as Roe vs. Wade is overturned.)",25773490,25773490,<br/>,comment,1517417945,1,FALSE,0,Washington,0,,25773490,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,1,,0,,Politics,0,approved,1,0,News,1517425314,mbs,69433294,interior alaska,,
1517425313,5a70fc1210f40f00018be950,1308,"The Republicans as a policy have eschewed the very ideas of integrity, responsibility, and honesty, They do not care about any position they ever took because their voter base is willfully amnesiac and utterly manipulable. They do not care what they said. They do not care what they promised. ",25775734,25775734,<br/>,comment,1517424843,1,FALSE,0,Washington,0,,25775734,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/706/3142/cropped-7063142.jpg,17,2,,0,,Politics,0,approved,1,0,News,1517425313,Next Conservatism,7063142,United States,,
1517425313,5a70fc1210f40f00018be950,1308,"Republicans favor deficits only when they shovel money at the military and the wealthy. Democrats, at their best, are willing to borrow to save the economy (witness the Great Recession) and invest in the broader public. Both parties are blessed with a country whose debt is highly desirable relative to other instruments, and that facilitates borrowing. Each side disapproves of the other's priorities, but only one truly serves the public.",25774493,25774493,<br/>,comment,1517420825,1,FALSE,0,Washington,0,,25774493,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,3,,0,,Politics,0,approved,1,0,News,1517425313,Michael Tyndall,61747904,SF,,
1517425313,5a70fc1210f40f00018be950,1308,They are cutting programs and still running up the deficit - they are coming for Social Security and Medicare.<br/><br/>Americans pay into these programs their entire lives - these are not entitlements. <br/><br/>If they are - stop taking money from my paycheck.<br/>If they aren't  - stop calling them entitlements. They are paid for and earned. ,25773695,25773695,<br/>,comment,1517418522,1,FALSE,0,Washington,0,,25773695,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4631/4207/cropped-46314207.jpg?0.7734903448726982,17,3,,0,,Politics,1,approved,1,0,News,1517425313,Nick,46314207,Brooklyn,,
1517425311,5a70fc1210f40f00018be950,1308,"This is the game! Now the democrats will be elected to restore order, will have to raise taxes to cover the republican borrow and spend binge and republicans will run on ""the democrats raise your taxes"". Bill Maher is absolutely correct!",25774074,25774074,<br/>,comment,1517419649,1,FALSE,0,Washington,0,,25774074,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,3,,0,,Politics,0,approved,1,0,News,1517425311,JB,82409470,Mo,,
1517425311,5a70fc1210f40f00018be950,1308,"There they go again, those Republicans who attack their Demcratic opponents as tax and spend. Now that the shoe is on the other foot, the GOP shrugs off the increasing deficit. ",25773803,25773803,<br/>,comment,1517418841,1,FALSE,0,Washington,0,,25773803,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,0,,0,,Politics,0,approved,1,0,News,1517425311,Phillip Parkerson,79062182,"Santa Cruz, Bolivia",,
